Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Liu, DH; Zhou, ZJ; Wang, XY; Deng, HZ; Sun, L; Lin, HX; Kang, F; Zhang, Y; Wang, ZT; Yang, WJ; Rao, L; Yang, KK; Yu, GC; Du, JS; Shen, ZY; Chen, XY",,,,"Liu, Dahai; Zhou, Zijian; Wang, Xinyu; Deng, Hongzhang; Sun, Lin; Lin, Haixin; Kang, Fei; Zhang, Yong; Wang, Zhantong; Yang, Weijing; Rao, Lang; Yang, Kuikun; Yu, Guocan; Du, Jianshi; Shen, Zheyu; Chen, Xiaoyuan",,,Yolk-shell nanovesicles endow glutathione-responsive concurrent drug release and T-1 MRI activation for cancer theranostics,BIOMATERIALS,,,,,,,,,,,,"The effort of incorporating therapeutic drugs with imaging agents has been one of the mainstreams of nanomedicine, which holds great promise in cancer treatment in terms of monitoring therapeutic drug activity and evaluating prognostic index. However, it is still technically challenging to develop nanomedicine endowing a spatiotemporally controllable mechanism of drug release and activatable imaging capability. Here, we developed a yolk-shell type of GSH-responsive nanovesicles (NVs) in which therapeutic drug (Doxorubicin, DOX) and magnetic resonance imaging (MRI) contrast agent (ultrasmall paramagnetic iron oxide nanoparticles, USPIO NPs) formed complexes (denoted as USD) and were encapsulated inside the NVs. The formation of USD complexes is mediated by both the electrostatic adsorption between DOX and poly(acrylic acid) (PAA) polymers and the DOX-iron coordination effect on USPIO NPs. The obtained USD NVs showed a unique yolk-shell structure with restrained drug activity and quenched T-1 MRI contrast ability which, on the other hand, can respond to glutathione (GSH) and lead to drug release and T(1 )contrast activation in a spatiotemporally concurrent manner. Furthermore, the USD NVs exhibited great potential to kill HCT116 cancer cells in vitro and effectively inhibit the tumor growth in vivo. This study may shed light on the design of sophisticated nanotheranostics in precision nanomedicine.",,,,,"chen, xia/GYR-3948-2022; chen, xia/GXM-5435-2022; Lin, Haixin/C-4097-2017; Rao, Lang/ABD-4926-2021; Shen, Zheyu/A-1984-2011; yang, zhen/AAD-4165-2022; chen, xi/GXH-3653-2022; Yu, Guocan/D-2963-2014; chen, xin/IQW-3432-2023; Wang, ZT/GXN-3762-2022; Kang, Fei/IAL-9937-2023; Zhang, Yong/P-9867-2015","Lin, Haixin/0000-0003-4650-0062; Rao, Lang/0000-0001-5010-0729; Shen, Zheyu/0000-0002-0350-375X; yang, zhen/0000-0003-4056-0347; Yu, Guocan/0000-0003-1157-4184; Kang, Fei/0000-0003-0267-7819; Zhang, Yong/0000-0002-5831-637X; Yang, Kuikun/0000-0001-7451-1813",,,,,,,,,,,,,0142-9612,1878-5905,,,,JUN,2020,244,,,,,,,,119979,10.1016/j.biomaterials.2020.119979,http://dx.doi.org/10.1016/j.biomaterials.2020.119979,,,,,,,,32200104,,,,,WOS:000523566500006,View Full Record in Web of Science
J,"Chiou, AE; Hinckley, JA; Khaitan, R; Varsano, N; Wang, J; Malarkey, VHF; Hernandez, CJ; Williams, RM; Estroff, LA; Weiner, S; Addadi, L; Wiesner, UB; Fischbach, C",,,,"Chiou, Aaron E.; Hinckley, Joshua A.; Khaitan, Rupal; Varsano, Neta; Wang, Jonathan; Malarkey, Henry F., V; Hernandez, Christopher J.; Williams, Rebecca M.; Estroff, Lara A.; Weiner, Steve; Addadi, Lia; Wiesner, Ulrich B.; Fischbach, Claudia",,,Fluorescent Silica Nanoparticles to Label Metastatic Tumor Cells in Mineralized Bone Microenvironments,SMALL,,,,,,,,,,,,"During breast cancer bone metastasis, tumor cells interact with bone microenvironment components including inorganic minerals. Bone mineralization is a dynamic process and varies spatiotemporally as a function of cancer-promoting conditions such as age and diet. The functional relationship between skeletal dissemination of tumor cells and bone mineralization, however, is unclear. Standard histological analysis of bone metastasis frequently relies on prior demineralization of bone, while methods that maintain mineral are often harsh and damage fluorophores commonly used to label tumor cells. Here, fluorescent silica nanoparticles (SNPs) are introduced as a robust and versatile labeling strategy to analyze tumor cells within mineralized bone. SNP uptake and labeling efficiency of MDA-MB-231 breast cancer cells is characterized with cryo-scanning electron microscopy and different tissue processing methods. Using a 3D in vitro model of marrow-containing, mineralized bone as well as an in vivo model of bone metastasis, SNPs are demonstrated to allow visualization of labeled tumor cells in mineralized bone using various imaging modalities including widefield, confocal, and light sheet microscopy. This work suggests that SNPs are valuable tools to analyze tumor cells within mineralized bone using a broad range of bone processing and imaging techniques with the potential to increase the understanding of bone metastasis.",,,,,"Hernandez, Christopher J/B-5290-2009","Hernandez, Christopher J/0000-0002-0712-6533; Hinckley, Joshua/0000-0002-0575-5045; Wang, Jonathan/0000-0002-3629-9097; Chiou, Aaron/0000-0002-3762-9385; Estroff, Lara/0000-0002-7658-1265; Williams, Rebecca/0000-0002-1391-5846",,,,,,,,,,,,,1613-6810,1613-6829,,,,APR,2021,17,15,,,SI,,,,2001432,10.1002/smll.202001432,http://dx.doi.org/10.1002/smll.202001432,,20-May,,,,,,32462807,,,,,WOS:000538460100001,View Full Record in Web of Science
J,"Ye, WY; Chen, XH; Li, X; Liu, YM; Jia, F; Jin, Q; Ji, J",,,,"Ye, Wanying; Chen, Xiaohui; Li, Xu; Liu, Yueming; Jia, Fan; Jin, Qiao; Ji, Jian",,,Structure-Switchable DNA Programmed Disassembly of Nanoparticles for Smart Size Tunability and Cancer-Specific Drug Release,ACS APPLIED MATERIALS & INTERFACES,,,,,,,,,,,,"The size of the nanocarrier is considered one of the most important issues for its therapeutic effect. Thus, an intelligent nanocarrier with dynamic size has been explored as a promising approach to fulfill the requirements for both efficient accumulation according to the enhanced penetration and retention (EPR) effect and deep penetration into tumor tissue. Herein, structure-switchable triplex DNA was modified on gold nanoparticles (AuNPs) to investigate its potential to modulate the nanoparticle dynamic disassembly process among the tumor microenvironment. We report that the pH-sensitive triplex DNA exhibited outstanding sensitivity and size tunability in triggering the disassembly of AuNP clusters into smaller sizes among the tumor acidic environment, leading to better permeability both in vitro and in vivo. By further combination of the telomerase-sensitive hairpin DNA loaded with chemotherapy drug doxorubicin (DOX), a cancer-specific intracellular drug-release function was also realized, resulting in a precise treatment effect and lower toxicity on normal cells. Through comodification of these two structure-switchable DNA chains on AuNPs and construction of nanoparticle assemblies with proper size, programmed disassembly and drug-release function in tissue and cell level, respectively, were successfully combined and eventually facilitated a highly efficient nanodrug transportation process, from tumor accumulation to deep penetration and precise cancer chemotherapy. The study provided the prospect of utilizing functionalized DNA in optimization of nanocarrier delivery efficiency.",,,,,"chen, xin/IQW-3432-2023; chen, xia/GYR-3948-2022; chen, xia/GXM-5435-2022; chen, xi/GXH-3653-2022",,,,,,,,,,,,,,1944-8244,1944-8252,,,,20-May,2020,12,20,,,,,22560,22571,,10.1021/acsami.0c03957,http://dx.doi.org/10.1021/acsami.0c03957,,,,,,,,32338490,,,,,WOS:000537394100016,View Full Record in Web of Science
J,"Dong, X; Pan, P; Zheng, DW; Bao, P; Zeng, X; Zhang, XZ",,,,"Dong, Xue; Pan, Pei; Zheng, Di-Wei; Bao, Peng; Zeng, Xuan; Zhang, Xian-Zheng",,,Bioinorganic hybrid bacteriophage for modulation of intestinal microbiota to remodel tumor-immune microenvironment against colorectal cancer,SCIENCE ADVANCES,,,,,,,,,,,,"Mounting evidence suggests that the gut microbiota contribute to colorectal cancer (CRC) tumorigenesis, in which the symbiotic Fusobacterium nucleatum (Fn) selectively increases immunosuppressive myeloid-derived suppressor cells (MDSCs) to hamper the host's anticancer immune response. Here, a specifically Fn-binding M13 phage was screened by phage display technology. Then, silver nanoparticles (AgNP) were assembled electrostatically on its surface capsid protein (M13@Ag) to achieve specific clearance of Fn and remodel the tumor-immune microenvironment. Both in vitro and in vivo studies showed that of M13@Ag treatment could scavenge Fn in gut and lead to reduction in MDSC amplification in the tumor site. In addition, antigen-presenting cells (APCs) were activated by M13 phages to further awaken the host immune system for CRC suppression. M13@Ag combined with immune checkpoint inhibitors (alpha-PD1) or chemotherapeutics (FOLFIRI) significantly prolonged overall mouse survival in the orthotopic CRC model.",,,,,"zhang, xian/GYA-0290-2022; PAN, PAN/IWV-1122-2023; Zhang, XZ/HJA-4189-2022; ZENG, XUAN/AAU-3477-2020",,,,,,,,,,,,,,2375-2548,,,,,MAY,2020,6,20,,,,,,,eaba1590,10.1126/sciadv.aba1590,http://dx.doi.org/10.1126/sciadv.aba1590,,,,,,,,32440552,,,,,WOS:000533573300039,View Full Record in Web of Science
J,"Meng, J; Jin, ZK; Zhao, PH; Zhao, B; Fan, MJ; He, QJ",,,,"Meng, Jin; Jin, Zhaokui; Zhao, Penghe; Zhao, Bin; Fan, Mingjian; He, Qianjun",,,A multistage assembly/disassembly strategy for tumor-targeted CO delivery,SCIENCE ADVANCES,,,,,,,,,,,,"CO gas molecule not only could selectively kill cancer cells but also exhibits limited anticancer efficacy because of the lack of active tumor-targeted accumulation capability. In this work, a multistage assembly/disassembly strategy is developed to construct a new intelligent nanomedicine by encapsulating a mitochondria-targeted and intramitochondrial microenvironment-responsive prodrug (FeCO-TPP) within mesoporous silica nanoparticle that is further coated with hyaluronic acid by step-by-step electrostatic assembly, realizing tumor tissue-cell-mitochondria-targeted multistage delivery and controlled release of CO in a step-by-step disassembly way. Multistage targeted delivery and controlled release of CO involve (i) the passive tumor tissue-targeted nanomedicine delivery, (ii) the active tumor cell-targeted nanomedicine delivery, (iii) the acid-responsive prodrug release, (iv) the mitochondria-targeted prodrug delivery, and (v) the ROS-responsive CO release. The developed nanomedicine has effectively augmented the efficacy and safety of CO therapy of cancer both in vitro and in vivo. The proposed multistage assembly/disassembly strategy opens a new window for targeted CO therapy.",,,,,"He, Qianjun/M-2642-2013","He, Qianjun/0000-0003-0689-8838",,,,,,,,,,,,,2375-2548,,,,,MAY,2020,6,20,,,,,,,eaba1362,10.1126/sciadv.aba1362,http://dx.doi.org/10.1126/sciadv.aba1362,,,,,,,,32440551,,,,,WOS:000533573300037,View Full Record in Web of Science
J,"Liu, LY; Ma, XZ; Ouyang, B; Ings, DP; Marwah, S; Liu, J; Chen, AY; Gupta, R; Manuel, J; Chen, XC; Gage, BK; Cirlan, I; Khuu, N; Chung, S; Camat, D; Cheng, M; Sekhon, M; Zagorovsky, K; Mohamed, MAA; Thoeni, C; Atif, J; Echeverri, J; Kollmann, D; Fischer, S; Bader, GD; Chan, WCW; Michalak, TI; McGilvray, ID; MacParland, SA",,,,"Liu, Lewis Y.; Ma, Xue-Zhong; Ouyang, Ben; Ings, Danielle P.; Marwah, Sagar; Liu, Jeff; Chen, Annie Y.; Gupta, Rahul; Manuel, Justin; Chen, Xu-Chun; Gage, Blair K.; Cirlan, Iulia; Khuu, Nicholas; Chung, Sai; Camat, Damra; Cheng, Michael; Sekhon, Manmeet; Zagorovsky, Kyryl; Mohamed, Mohamed A. Abdou; Thoeni, Cornelia; Atif, Jawairia; Echeverri, Juan; Kollmann, Dagmar; Fischer, Sandra; Bader, Gary D.; Chan, Warren C. W.; Michalak, Tomasz, I; McGilvray, Ian D.; MacParland, Sonya A.",,,Nanoparticle Uptake in a Spontaneous and Immunocompetent Woodchuck Liver Cancer Model,ACS NANO,,,,,,,,,,,,"There is a tremendous focus on the application of nanomaterials for the treatment of cancer. Nonprimate models are conventionally used to assess the biomedical utility of nanomaterials. However, these animals often lack an intact immunological background, and the tumors in these animals do not develop spontaneously. We introduce a preclinical woodchuck hepatitis virus-induced liver cancer model as a platform for nanoparticle (NP)-based in vivo experiments. Liver cancer development in these out-bred animals occurs as a result of persistent viral infection, mimicking human hepatitis B virus-induced HCC development. We highlight how this model addresses key gaps associated with other commonly used tumor models. We employed this model to (1) track organ biodistribution of gold NPs after intravenous administration, (2) examine their subcellular localization in the liver, (3) determine clearance kinetics, and (4) characterize the identity of hepatic macrophages that take up NPs using RNA-sequencing (RNA-seq). We found that the liver and spleen were the primary sites of NP accumulation. Subcellular analyses revealed accumulation of NPs in the lysosomes of CD14(+) cells. Through RNA-seq, we uncovered that immunosuppressive macrophages within the woodchuck liver are the major cell type that take up injected NPs. The woodchuck-HCC model has the potential to be an invaluable tool to examine NP-based immune modifiers that promote host anti-tumor immunity.",,,,,"; Cheng, Michael/J-2951-2016","Liu, Lewis/0000-0001-9740-8261; , Manmeet/0000-0002-4421-0240; Khuu, Nicholas/0000-0002-5267-7289; Cheng, Michael/0000-0002-7841-3740",,,,,,,,,,,,,1936-0851,1936-086X,,,,28-Apr,2020,14,4,,,,,4698,4715,,10.1021/acsnano.0c00468,http://dx.doi.org/10.1021/acsnano.0c00468,,,,,,,,32255624,,,,,WOS:000529895500089,View Full Record in Web of Science
J,"Zhu, Y; Shi, HD; Li, TW; Yu, JN; Guo, ZX; Cheng, JJ; Liu, YZ",,,,"Zhu, Yang; Shi, Hongdong; Li, Tuanwei; Yu, Jianing; Guo, Zhengxi; Cheng, Junjie; Liu, Yangzhong",,,A Dual Functional Nanoreactor for Synergistic Starvation and Photodynamic Therapy,ACS APPLIED MATERIALS & INTERFACES,,,,,,,,,,,,"The combination of photodynamic therapy (PDT) and enzyme therapy is a highly desirable approach in malignant tumor therapies as it takes advantage of the spatial-controlled PDT and the effective enzyme-catalyzed bioreactions. However, it is a challenge to co-encapsulate hydrophilic enzymes and hydrophobic photosensitizers, and these two agents often interfere with each other. In this work, a protocell-like nanoreactor (GOx-MSN@MnPc-LP) has been designed for synergistic starvation therapy and PDT. In this nanoreactor, the hydrophilic glucose oxidase (GOx) is loaded in the pore of mesoporous silica nanoparticles (MSNs), while the hydrophobic manganese phthaleincyanide (MnPc) is loaded in the membrane layer of liposome. This spatial separation of two payloads protects GOx and MnPc from the cellular environment and avoids interference with each other. GOx catalyzes the oxidation of glucose, which generates hydrogen peroxide and gluconic acid, leading to the starvation therapy via glucose consumption in cancer cells, as well as the disruption of cellular redox balance. MnPc produces cytotoxic singlet oxygen under 730 nm laser irradiation, achieving PDT. The antitumor effects of the nanoreactor have been verified on tumor cells and tumor-bearing mice models. GOx-MSN@MnPc-LP efficiently inhibits tumor growth in vivo with a single treatment, indicating the robust synergy of starvation therapy and PDT treatment. This work also offers a versatile strategy for delivering hydrophilic enzymes and hydrophobic photosensitizers using a protocell-like nanoreactor for effective cancer treatment.",,,,,"Li, Tuanwei/C-9636-2019; Liu, Yang/HNJ-6693-2023; liu, yang/HHY-8583-2022; Li, Tuanwei/AAB-7257-2021; LIU, YANG/HWQ-4615-2023; Liu, Yangzhong/D-5363-2009; liu, yang/HIU-0559-2022; liu, yang/HQY-7531-2023","Liu, Yangzhong/0000-0003-2891-7964; Li, Tuanwei/0000-0003-3168-8584; Zhu, Yang/0000-0002-4747-9130; Guo, Zhengxi/0000-0001-5008-3439",,,,,,,,,,,,,1944-8244,1944-8252,,,,22-Apr,2020,12,16,,,,,18309,18318,,10.1021/acsami.0c01039,http://dx.doi.org/10.1021/acsami.0c01039,,,,,,,,32233414,,,,,WOS:000529202100010,View Full Record in Web of Science
J,"Pilch, J; Matysiak-Brynda, E; Kowalczyk, A; Bujak, P; Mazerska, Z; Nowicka, AM; Augustin, E",,,,"Pilch, Joanna; Matysiak-Brynda, Edyta; Kowalczyk, Agata; Bujak, Piotr; Mazerska, Zofia; Nowicka, Anna M.; Augustin, Ewa",,,New Unsymmetrical Bisacridine Derivatives Noncovalently Attached to Quaternary Quantum Dots Improve Cancer Therapy by Enhancing Cytotoxicity toward Cancer Cells and Protecting Normal Cells,ACS APPLIED MATERIALS & INTERFACES,,,,,,,,,,,,"The use of nanoparticles for the controlled drug delivery to cells has emerged as a good alternative to traditional systemic delivery. Quantum dots (QDs) offer potentially invaluable societal benefits such as drug targeting and in vivo biomedical imaging. In contrast, QDs may also pose risks to human health and the environment under certain conditions. Here, we demonstrated that a unique combination of nanocrystals core components (Ag-In-Zn-S) would eliminate the toxicity problem and increase their biomedical applications. The alloyed quaternary nanocrystals Ag-In-Zn-S (QD(green), Ag1.0In1.2Zn5.6S9.4; QD(red), Ag1.0In1.0Zn1.0S3.5) were used to transport new unsymmetrical bisacridine derivatives (UAs, C-2028 and C-2045) into lung H460 and colon HCT116 cancer cells for improving the cytotoxic and antitumor action of these compounds. UAs were coupled with QD through physical adsorption. The obtained results clearly indicate that the synthesized nanoconjugates exhibited higher cytotoxic activity than unbound compounds, especially toward lung H460 cancer cells. Importantly, unsymmetrical bisacridines noncovalently attached to QD strongly protect normal cells from the drug action. It is worth pointing out that QD(green) or QD(red) without UAs did not influence the growth of cancer and normal cells, which is consistent with in vivo results. In noncellular systems, at pH 5.5 and 4.0, which relates to the conditions of endosomes and lysosomes, the UAs were released from QD-UAs nanoconjugates. An increase of total lysosomes content was observed in H460 cells treated with QDs-UAs which can affect the release of the UAs from the conjugates. Moreover, confocal laser scanning microscopy analyses revealed that QD-UAs nanoconjugates enter H460 cells more efficiently than to HCT116 and normal cells, which may be the reason for their higher cytotoxicity against lung cancer. Summarizing, the noncovalent attachment of UAs to QDs increases the therapeutic efficiency of UAs by improving cytotoxicity toward lung H460 cancer cells and having protecting effects on normal cells.",,,,,"Augustin, Ewa/H-5781-2018","Augustin, Ewa/0000-0002-0807-021X; Nowicka, Anna/0000-0002-5872-6010; Pilch, Joanna/0000-0003-3476-2540; Kowalczyk, Agata/0000-0002-1911-8311; Bujak, Piotr/0000-0003-2162-961X",,,,,,,,,,,,,1944-8244,1944-8252,,,,15-Apr,2020,12,15,,,,,17276,17289,,10.1021/acsami.0c02621,http://dx.doi.org/10.1021/acsami.0c02621,,,,,,,,32208730,,,,,WOS:000526330900012,View Full Record in Web of Science
J,"Liu, CH; Cao, Y; Cheng, YR; Wang, DD; Xu, TL; Su, L; Zhang, XJ; Dong, HF",,,,"Liu, Conghui; Cao, Yu; Cheng, Yaru; Wang, Dongdong; Xu, Tailin; Su, Lei; Zhang, Xueji; Dong, Haifeng",,,An open source and reduce expenditure ROS generation strategy for chemodynamic/photodynamic synergistic therapy,NATURE COMMUNICATIONS,,,,,,,,,,,,"The therapeutic effect of reactive oxygen species (ROS)-involved cancer therapies is significantly limited by shortage of oxy-substrates, such as hypoxia in photodynamic therapy (PDT) and insufficient hydrogen peroxide (H2O2) in chemodynamic therapy (CDT). Here, we report a H2O2/O-2 self-supplying nanoagent, (MSNs@CaO2-ICG)@LA, which consists of manganese silicate (MSN)-supported calcium peroxide (CaO2) and indocyanine green (ICG) with further surface modification of phase-change material lauric acid (LA). Under laser irradiation, ICG simultaneously generates singlet oxygen and emits heat to melt the LA. The exposed CaO2 reacts with water to produce O-2 and H2O2 for hypoxia-relieved ICG-mediated PDT and H2O2-supplying MSN-based CDT, acting as an open source strategy for ROS production. Additionally, the MSNs-induced glutathione depletion protects ROS from scavenging, termed reduce expenditure. This open source and reduce expenditure strategy is effective in inhibiting tumor growth both in vitro and in vivo, and significantly improves ROS generation efficiency from multi-level for ROS-involved cancer therapies. The supply of oxygen species for dynamic therapy is a major limitation. Here, the authors report on a complex of calcium peroxide with photo/chemo dynamic agents, where NIR heating causes the release of calcium peroxide to generate oxygen and hydrogen peroxide for photodynamic and chemodynamic therapy.",,,,,"Su, Lei/B-7390-2013; Xu, Tailin/M-3615-2014; Cao, Yu/GQH-6436-2022; Liu, Conghui/AAE-7587-2020; zhang, xueji/ABE-6497-2020","Su, Lei/0000-0001-5342-1552; Xu, Tailin/0000-0003-4037-2856; Cao, Yu/0000-0002-2009-4556; Liu, Conghui/0000-0003-4873-8277; zhang, xueji/0000-0002-0035-3821",,,,,,,,,,,,,2041-1723,,,,,8-Apr,2020,11,1,,,,,,,1735,10.1038/s41467-020-15591-4,http://dx.doi.org/10.1038/s41467-020-15591-4,,,,,,,,32269223,,,,,WOS:000558836800001,View Full Record in Web of Science
J,"Sujai, PT; Joseph, MM; Saranya, G; Nair, JB; Murali, VP; Maiti, KK",,,,"Sujai, Palasseri T.; Joseph, Manu M.; Saranya, Giridharan; Nair, Jyothi B.; Murali, Vishnu Priya; Maiti, Kaustabh Kumar",,,"Surface charge modulates the internalization vs. penetration of gold nanoparticles: comprehensive scrutiny on monolayer cancer cells, multicellular spheroids and solid tumors by SERS modality",NANOSCALE,,,,,,,,,,,,"Precise control over the dynamics of nanoparticles (NPs) in a tumor microenvironment is highly warranted for the development of an efficient nanotheranostic agent. Even though inductively coupled plasma mass spectrometry can provide a quantitative assessment regarding the uptake efficiency of metal NPs, enumeration of deep tissue penetration capacity remains as a challenge. Herein, we have demonstrated an accurate tracking of the uptake efficiency and penetration phenomenon of gold nanoparticles (AuNPs: 40-50 nm) with respect to three different surface charges in monolayer (2D) cells, multicellular spheroids (3D) and in vivo tumors by surface-enhanced Raman spectroscopy (SERS). While positively charged AuNPs showed around two-fold increased internalization in monolayer cells, SERS-tag-based line scanning on multi-layered tumor spheroids illustrated almost nine-fold superior penetration capability with negatively charged AuNPs. Further, the enhanced solid tumor distribution contributed by the negatively charged AuNPs could appreciably escalate its clinical utility in cancer management.",,,,,"JOSEPH, MANU M/L-3897-2017","JOSEPH, MANU M/0000-0003-3647-7620; B Nair, Jyothi/0000-0002-4929-6477",,,,,,,,,,,,,2040-3364,2040-3372,,,,7-Apr,2020,12,13,,,,,6971,6975,,10.1039/d0nr00809e,http://dx.doi.org/10.1039/d0nr00809e,,,,,,,,32202584,,,,,WOS:000524947900008,View Full Record in Web of Science
J,"Baroni, S; Ruggiero, MR; Bitonto, V; Broche, LM; Lurie, DJ; Aime, S; Crich, SG",,,,"Baroni, Simona; Ruggiero, Maria Rosaria; Bitonto, Valeria; Broche, Lionel M.; Lurie, David J.; Aime, Silvio; Crich, Simonetta Geninatti",,,In vivo assessment of tumour associated macrophages in murine melanoma obtained by low-field relaxometry in the presence of iron oxide particles,BIOMATERIALS,,,,,,,,,,,,"Tumour-associated macrophages (TAM) are forced by cancer cells to adopt an anti-inflammatory phenotype and secrete factors to promote tumour invasion thus being responsible for poor patient outcome. The aim of this study is to develop a clinically applicable, non-invasive method to obtain a quantitative TAM detection in tumour tissue. The method is based on longitudinal proton relaxation rate (R-1) measurements at low field (0.01-1 MHz) to assess the localization of ferumoxytol (clinical approved iron oxide particles) in TAM present in melanoma tumours, where R-1 = 1/T-1. R-1 at low magnetic fields appears highly dependent on the intra or extra cellular localization of the nanoparticles thus allowing an unambiguous TAM quantification. R-1 profiles were acquired on a Fast Field-Cycling relaxometer equipped with a 40 mm wide bore magnet and an 11 mm solenoid detection coil placed around the anatomical region of interest. The RI values measured 3 h and 24 h after the injection were significantly different. At 24 h R-1 exhibited a behavior similar to in vitro ferumoxytol-labelled J774A.1 macrophages whereas at 3 h, when the ferumoxytol distribution was extracellular, R-1 exhibited higher values similar to that of free ferumoxytol in solution. This finding clearly indicated the intracellular localization of ferumoxytol at 24 h, as confirmed by histological analysis (Pearls and CD68 assays). This information could be hardly achievable from measurements at a single magnetic field and opens new horizons for cell tracking applications using FFC-MRI.",,,,,"Ruggiero, Maria Rosaria/M-7555-2015; Lurie, David J/C-8212-2011; Crich, Simonetta Geninatti/AAC-7506-2022; Ruggiero, Maria Rosaria/AAE-1085-2021","Ruggiero, Maria Rosaria/0000-0003-2374-6692; Lurie, David J/0000-0002-6009-3152; Crich, Simonetta Geninatti/0000-0003-2998-5424; Bitonto, Valeria/0000-0003-2138-0658; Broche, Lionel/0000-0002-8452-9838",,,,,,,,,,,,,0142-9612,1878-5905,,,,APR,2020,236,,,,,,,,119805,10.1016/j.biomaterials.2020.119805,http://dx.doi.org/10.1016/j.biomaterials.2020.119805,,,,,,,,32028168,,,,,WOS:000517849800004,View Full Record in Web of Science
