PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating_Number,Total_Coating_Steps_Group,Targeting_Type,Bioconjugation_nature,PEG_Coat,Therapeutic_Molecule_Type,Dose_Group,IC50,Delivery_Efficiency_Values,Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy_A,Therapy_B,Therapy_C,Combined_Therapy_Grouped,Study strategy,Imaging_A,Imaging_B,Imaging_C,Imaging_D
30387197,Adv Mater,2018,10.1002/adma.201802479,Inorganic,Silica,Systemic,Other,10~100 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,Antigen,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Colon,Not Applicable,Multiple-dose,99.76872964,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,Immunotherapy,None,Combination therapy,Therapy,None,None,None,None
30410684,Nano Res,2018,10.1007/s12274-018-2078-9,Inorganic,Silica,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,Not Reported,No,5.2,Yes,Not Reported,Allograft orthotopic,Immunocompetent,Breast,Metastatic,Not Reported,Not Reported,Not Reported,29.8,20.8,2.9,Liver,Spleen,Bone Marrow,None,None,None,None,Diagnosis,Other,None,None,None
30487569,Nat Commun,2018,10.1038/s41467-018-07197-8,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,Very High,Passive,None,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Other,Not Applicable,Single-dose,100,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Therapy,None,None,None,None
30495920,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b15838,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Other,Multilayer,Medium,Active,Covalent,Non PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,HER2-enriched,Single-dose,Not Reported,Not Reported,424.2602239,251.5238834,206.0733681,Lung,Spleen,Kidney,None,None,None,None,Diagnosis,MRI,None,None,None
30548064,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b18288,Inorganic,Gold,Systemic,IV,0~10 nm,Negative,Sphere,Monolayer,Medium,Active,Covalent,Non PEGylated,Nucleic acid,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Gene therapy,None,None,Monotherapy,Therapy,None,None,None,None
30563320,ACS Nano,2019,10.1021/acsnano.8b07045,Inorganic,Silica,Systemic,IV,>200 nm,Neutral,Sphere,Multilayer,High,Passive,None,PEGylated,Photosensitizer-Nucleic Acid,>50 mg/kg,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Skin,Not Applicable,Single-dose,79.92395437,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,Immunotherapy,None,Combination therapy,Therapy,None,None,None,None
30565621,Nanoscale,2019,10.1039/c8nr08109c,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Neutral,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,99.25,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
30566319,ACS Nano,2019,10.1021/acsnano.8b05639,Inorganic,Silica,Systemic,IV,>200 nm,Positive,Sphere,Multilayer,Medium,Passive,None,PEGylated,Anthracycline-Nucleic acid,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Luminal A,Multiple-dose,76.89713322,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,Gene therapy,None,Combination therapy,Therapy,None,None,None,None
30594744,Biomaterials,2019,10.1016/j.biomaterials.2018.12.004,Inorganic,Silica,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,Medium,Passive,None,PEGylated,Alkylating agent,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,70.40816327,Low,514.2502071,199.4200497,139.3537697,Liver,Lung,Spleen,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
30597210,Nanomedicine,2019,10.1016/j.nano.2018.12.005,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Other,Monolayer,Low,Passive,None,PEGylated,None,>50 mg/kg,No,10.43,Yes,Not Reported,Allograft orthotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,405.5,373.8,43.8,Lung,Spleen,Kidney,Photothermal therapy,Radiotherapy,None,Combination therapy,Theragnosis,CT,None,None,None
30604607,ACS Nano,2019,10.1021/acsnano.8b06563,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,5~10 mg/kg,No,0.63,Yes,1,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Liver,Spleen,Heart,Photothermal therapy,Magnetic hyperthermia,None,Combination therapy,Theragnosis,MRI,None,None,None
30618237,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b17533,Inorganic,Gold,Systemic,IV,>200 nm,Negative,Rod,Multilayer,Medium,Passive,None,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Multiple-dose,78.99528,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Thermal,None,None,None
30624889,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b16226,Inorganic,Iron oxide,Local,Intratumoral,100~200 nm,Not Reported,Other,Monolayer,Medium,Passive,None,PEGylated,Anthracycline,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Skin,Not Applicable,Single-dose,95.65210708,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Magnetic hyperthermia,Chemotherapy,None,Combination therapy,Theragnosis,MRI,None,None,None
30641267,Biomaterials,2019,10.1016/j.biomaterials.2019.01.019,Inorganic,Iron oxide,Systemic,Other,100~200 nm,Negative,Sphere,Multilayer,Very High,Active,Electrostatic,PEGylated,Anthracycline,Not Reported,Yes,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Colon,Not Applicable,Multiple-dose,93.33333333,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Magnetic hyperthermia,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
30642157,ACS Nano,2019,10.1021/acsnano.8b08700,Inorganic,Silica,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,PEGylated,Photosensitizer,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Other,Not Applicable,Multiple-dose,88.50220264,Medium,Not Reported,Not Reported,Not Reported,Liver,Spleen,Lung,Other,None,None,Monotherapy,Therapy,None,None,None,None
30668088,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b19565,Inorganic,Hybrid,Systemic,IV,>200 nm,Negative,Rod,Multilayer,High,Passive,None,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,95.65217391,High,394.5,318.7,86.7,Liver,Spleen,Lung,Photothermal therapy,Photodynamic therapy,None,Combination therapy,Theragnosis,Other,MRI,CT,Fluorescence
30719918,Nano Lett,2019,10.1021/acs.nanolett.8b04411,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,1,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
30724952,Nanoscale,2019,10.1039/c8nr09849b,Inorganic,Gold,Local,Intratumoral,10~100 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Colon,Not Applicable,Single-dose,71.7897,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,Photoacoustic,None,None,None
30730070,Adv Mater,2019,10.1002/adma.201807888,Inorganic,Silica,Systemic,Not Reported,>200 nm,Negative,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Photoacoustic,None,None,None
30743049,Biomaterials,2019,10.1016/j.biomaterials.2019.01.048,Inorganic,Silica,Systemic,IV,10~100 nm,Positive,Sphere,Multilayer,High,Active,Covalent,PEGylated,Antibody,0~5 mg/kg,No,0.162,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Not Reported,Single-dose,87.80548628,Medium,4.8,3.9,1.1,Liver,Lung,Spleen,Photothermal therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
30773883,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b21820,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,High,Passive,None,PEGylated,Photosensitizer-Nucleic Acid,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,84.48795181,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Therapy,None,None,None,None
30778211,Nat Nanotechnol,2019,10.1038/s41565-019-0373-6,Inorganic,Gold,Local,Intratumoral,0~10 nm,Positive,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Liver,Not Applicable,Multiple-dose,87.92497,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Therapy,None,None,None,None
30799620,Nano Lett,2019,10.1021/acs.nanolett.9b00364,Inorganic,Silica,Systemic,IV,>200 nm,Positive,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,63.84479718,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
30803083,Adv Mater,2019,10.1002/adma.201807211,Inorganic,Iron oxide,Systemic,IV,Not Reported,Not Reported,Sphere,Multilayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Multiple-dose,82.81948894,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Therapy,None,None,None,None
30803232,ACS Nano,2019,10.1021/acsnano.8b03788,Inorganic,Silica,Systemic,IV,10~100 nm,Negative,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Enzyme inhibitor,5~10 mg/kg,No,12.6,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Skin,Not Applicable,Multiple-dose,79.02597403,Medium,38,31,12,Spleen,Liver,Lung,Chemotherapy,Immunotherapy,None,Combination therapy,Therapy,None,None,None,None
30839969,Nanoscale,2019,10.1039/c8nr09347d,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,Medium,Active,Covalent,Non PEGylated,None,Not Reported,No,3.05,Yes,1,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,66.87024943,Low,434.7826087,413.0434783,326.0869565,Spleen,Lung,Heart,Other,None,None,Monotherapy,Theragnosis,MRI,None,None,None
30848541,Adv Mater,2019,10.1002/adma.201808024,Inorganic,Silica,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,97.49373434,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Theragnosis,CT,None,None,None
30860814,ACS Nano,2019,10.1021/acsnano.8b09516,Inorganic,Iridium,Systemic,IV,100~200 nm,Negative,Other,Monolayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,98.9,Very High,Not Reported,Not Reported,Not Reported,Liver,Spleen,Lung,Photothermal therapy,Photodynamic therapy,None,Combination therapy,Theragnosis,CT,None,None,None
30869510,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b21488,Inorganic,Gold,Local,Intratumoral,>200 nm,Neutral,Other,Monolayer,Low,Passive,None,Non PEGylated,None,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,98.64177,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Therapy,None,None,None,None
30869726,Nanoscale,2019,10.1039/c9nr00041k,Inorganic,Gold,Local,Intratumoral,10~100 nm,Negative,Other,Monolayer,Medium,Passive,None,Non PEGylated,Anthracycline,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,86.93416,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Other,None,None,None
30874421,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b02401,Inorganic,Iron oxide,Local,Intratumoral,>200 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Breast,Metastatic,Single-dose,59.23279561,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Theragnosis,MRI,None,None,None
30882830,Nanoscale,2019,10.1039/c9nr00918c,Inorganic,Hybrid,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,High,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Breast,Metastatic,Single-dose,96.61016949,High,322.2,256.8,71.9,Liver,Spleen,Lung,Photothermal therapy,Radiotherapy,None,Combination therapy,Theragnosis,Other,CT,MRI,None
30905667,J Control Release,2019,10.1016/j.jconrel.2019.03.019,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,High,Passive,None,PEGylated,None,Not Reported,No,14.4,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,78.70967742,Medium,9.671179884,5.80270793,3.481624758,Liver,Lung,Kidney,Photodynamic therapy,None,None,Monotherapy,Theragnosis,MRI,Fluorescence,None,None
30911166,Nat Nanotechnol,2019,10.1038/s41565-019-0406-1,Inorganic,Iron oxide,Systemic,Other,10~100 nm,Not Reported,Sphere,Multilayer,Low,Passive,None,Non PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Multiple-dose,75.2152603,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Therapy,None,None,None,None
30942569,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b05358,Inorganic,Gold,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline,Not Reported,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,85.19482,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
30964253,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b00495,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Rod,Monolayer,Low,Passive,None,PEGylated,None,5~10 mg/kg,No,5.47,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,99.6991,Very High,227.1,216.2,161.7,Liver,Spleen,Lung,Photothermal therapy,None,None,Monotherapy,Theragnosis,Photoacoustic,None,None,None
30964632,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b21679,Inorganic,Gold,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,Very High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Lung,Not Applicable,Single-dose,Not Reported,Not Reported,846.8,129.8,72.3,Spleen,Liver,Kidney,None,None,None,None,Diagnosis,MRI,CT,None,None
31006932,Angew Chem Int Ed Engl,2019,10.1002/anie.201903256,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,PEGylated,Anthracycline,Not Reported,Yes,4.06,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A and Metastatic,Multiple-dose,76.63496,Medium,585,139.8,73.5,Liver,Kidney,Lung,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31028887,Nanomedicine,2019,10.1016/j.nano.2019.03.013,Inorganic,Silica,Local,Intratumoral,Not Reported,Negative,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,Nucleic acid,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Not Reported,Multiple-dose,44.1089402,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Gene therapy,None,None,Monotherapy,Therapy,None,None,None,None
31042245,Nanoscale,2019,10.1039/c9nr01194c,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,Photosensitizer-Natural product,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,97.68765133,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,Chemotherapy,None,Combination therapy,Theragnosis,MRI,None,None,None
31046176,Angew Chem Int Ed Engl,2019,10.1002/anie.201902612,Inorganic,Gold,Systemic,IV,10~100 nm,Positive,Sphere,Multilayer,Low,Passive,None,PEGylated,Anthracycline-Nucleic acid,Not Reported,No,4.1,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,100,Very High,449.5,194.6,94.4,Liver,Spleen,Heart,Radiotherapy,Chemotherapy,None,Combination therapy,Theragnosis,PET,None,None,None
31048083,Nanomedicine,2019,10.1016/j.nano.2019.04.005,Inorganic,Silica,Systemic,IV,100~200 nm,Not Reported,Sphere,Monolayer,Medium,Active,Covalent,Non PEGylated,None,>50 mg/kg,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Fluorescence,None,None,None
31058483,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b06034,Inorganic,Silica,Systemic,IV,>200 nm,Negative,Sphere,Multilayer,Very High,Active,Covalent,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,78.5,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Therapy,None,None,None,None
31066542,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b04474,Inorganic,Silica,Local,Intratumoral,>200 nm,Positive,Other,Monolayer,Low,Passive,None,Non PEGylated,Alkylating agent-Nucleic acid,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,65.48856549,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,Gene therapy,None,Combination therapy,Therapy,None,None,None,None
31074627,Nano Lett,2019,10.1021/acs.nanolett.9b00630,Inorganic,Iron oxide,Local,Intratumoral,Not Reported,Neutral,Sphere,Monolayer,Low,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Breast,Metastatic,Single-dose,98.52952465,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Magnetic hyperthermia,None,None,Monotherapy,Theragnosis,MRI,None,None,None
31081332,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b04236,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Anthracycline,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,77.77777778,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,Other,None,None,None
31103947,Biomaterials,2019,10.1016/j.biomaterials.2019.05.010,Inorganic,Silica,Systemic,Other,100~200 nm,Negative,Other,Monolayer,Medium,Active,Covalent,PEGylated,None,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Luminescence,None,None,None
31112176,Nanoscale,2019,10.1039/c9nr02140j,Inorganic,Gold,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,Low,Passive,None,Non PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Liver,Not Applicable,Single-dose,79.49982,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
31132380,J Control Release,2019,10.1016/j.jconrel.2019.05.036,Inorganic,Iron oxide,Systemic,IV,>200 nm,Neutral,Sphere,Monolayer,Medium,Active,Covalent,PEGylated,Antibody,Not Reported,No,Not Reported,No,2,Allograft heterotopic,Immunocompetent,Skin,Not Applicable,Multiple-dose,98.22710004,Very High,842.1052632,589.4736842,42.10526316,Liver,Spleen,Kidney,Photothermal therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
31140281,Nano Lett,2019,10.1021/acs.nanolett.9b01524,Inorganic,Iron oxide,Local,Intratumoral,10~100 nm,Positive,Sphere,No coating,None,Passive,None,Non PEGylated,Taxane,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Breast,Metastatic,Single-dose,95.65217391,High,Not Reported,Not Reported,Not Reported,Liver,Kidney,Not Reported,Magnetic hyperthermia,Chemotherapy,None,Combination therapy,Theragnosis,MRI,None,None,None
31174065,Biomaterials,2019,10.1016/j.biomaterials.2019.119223,Inorganic,Gold,Systemic,IV,>200 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Not Reported,Not Reported,Liver,Not Applicable,Single-dose,96.69534,High,251.4,145.9,53.3,Liver,Kidney,Spleen,Photodynamic therapy,Photothermal therapy,None,Combination therapy,Theragnosis,MRI,Photoacoustic,None,None
31180099,Nanoscale,2019,10.1039/c9nr02017a,Inorganic,Iron oxide,Systemic,IV,>200 nm,Not Reported,Other,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,86.77817603,Medium,24.2022078,12.75782727,4.690881201,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31195303,Biomaterials,2019,10.1016/j.biomaterials.2019.119254,Inorganic,Iron oxide,Systemic,IV,Not Reported,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,72.94117647,Low,554.3478261,130.4347826,71.73913043,Spleen,Liver,Heart,Other,None,None,Monotherapy,Theragnosis,MRI,None,None,None
31244043,ACS Nano,2019,10.1021/acsnano.9b01436,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Neutral,Sphere,Multilayer,Medium,Passive,None,PEGylated,None,0~5 mg/kg,No,18,Yes,4,Allograft orthotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,335.5844156,159.3766234,46.75324675,Spleen,Liver,Kidney,None,None,None,None,Diagnosis,MRI,Fluorescence,Photoacoustic,None
31251050,J Am Chem Soc,2019,10.1021/jacs.9b03503,Inorganic,Silica,Systemic,IV,100~200 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,PEGylated,Alcohol antagonist,10~50 mg/kg,No,5.1,Yes,1,Allograft heterotopic,Immunocompromised,Breast,Metastatic,Multiple-dose,72.01365188,Low,52,44,34,Spleen,Liver,Lung,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31252039,J Control Release,2019,10.1016/j.jconrel.2019.06.031,Inorganic,Hybrid,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,10~50 mg/kg,No,11.55,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,100,Very High,80.52,56.28,40.26,Liver,Spleen,Lung,Photothermal therapy,Immunotherapy,None,Combination therapy,Theragnosis,Photoacoustic,None,None,None
31252485,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b00469,Inorganic,Copper,Local,Intratumoral,100~200 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,PEGylated,None,Not Reported,No,3.6,Yes,Not Reported,Xenograft orthotopic,Not Reported,Prostate,Not Applicable,Single-dose,100,Very High,8.2,6.8,4.98,Spleen,Liver,Lung,Photothermal therapy,None,None,Monotherapy,Theragnosis,Other,None,None,None
31259530,ACS Nano,2019,10.1021/acsnano.9b00097,Inorganic,Hybrid,Systemic,IV,10~100 nm,Positive,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,Bisphosphonates,0~5 mg/kg,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Multiple-dose,99.6,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Photoacoustic,None,None,None
